b6c6d901-3580-4d89-b6c6-d90135804d89	987ad1e0287b9f76	0	0	MUREX	GEISHA	28189628		FXSPOT	TRADE	NEW	10-JAN-19	14-JAN-19		TELEPHONE								2019-02-07 05:12:29.967	PENDING_CAPTURE			IHUB/PostProcessor	07-FEB-19 05.12.29.969057000 PM		07-FEB-19 05.12.29.969057000 PM	28189628			In IHUB Generic: TRADE	MUREX	GEISHA	GENEVA	GENEVA
8b46c5ff-2a05-f632-8b46-c5ff2a05f632	bec1e6d9d0dd517b	0	0	MUREX	GEISHA	28189629		FXSPOT	TRADE	NEW	10-JAN-19	14-JAN-19		TELEPHONE								2019-02-07 05:13:41.982	PENDING_CAPTURE			IHUB/PostProcessor	07-FEB-19 05.13.41.983221000 PM		07-FEB-19 05.13.41.983221000 PM	28189629			In IHUB Generic: TRADE	MUREX	GEISHA	GENEVA	GENEVA
8473e864-704b-bfff-8473-e864704bbfff	a10dd2ebd618656b	0	0	MUREX	GEISHA	28189630		FXSPOT	TRADE	NEW	10-JAN-19	11-JAN-19		TELEPHONE								2019-02-07 05:15:05.622	PENDING_CAPTURE			IHUB/PostProcessor	07-FEB-19 05.15.05.623589000 PM		07-FEB-19 05.15.05.623589000 PM	28189630			In IHUB Generic: TRADE	MUREX	GEISHA	GENEVA	GENEVA
9a06e946-a7c0-55e1-9a06-e946a7c055e1	bbc6b4676f11c57e	0	0	MUREX	GEISHA	28189631		FXSPOT	TRADE	NEW	10-JAN-19	11-JAN-19		TELEPHONE								2019-02-07 05:15:43.254	PENDING_CAPTURE			IHUB/PostProcessor	07-FEB-19 05.15.43.255155000 PM		07-FEB-19 05.15.43.255155000 PM	28189631			In IHUB Generic: TRADE	MUREX	GEISHA	GENEVA	GENEVA
9423c0f1-dddb-ea2b-9423-c0f1dddbea2b	b6388fdda18d1354	0	0	MUREX	CRS	28189682		FXSPOT	TRADE	NEW	10-JAN-19	14-JAN-19		TELEPHONE			ING2887AMS					2019-02-08 09:40:15.947	PENDING_CAPTURE			IHUB/PostProcessor	08-FEB-19 09.40.15.949365000 AM		08-FEB-19 09.40.15.949365000 AM	28189682			In IHUB Generic: TRADE	MUREX	CRS	GENEVA	GENEVA
8a03f1d4-409e-aded-8a03-f1d4409eaded	a127c5dba96a0efb	0	0	MUREX	CRS	28189683		FXSPOT	TRADE	NEW	10-JAN-19	14-JAN-19		TELEPHONE			ING2887AMS					2019-02-08 09:40:42.782	PENDING_CAPTURE			IHUB/PostProcessor	08-FEB-19 09.40.42.783544000 AM		08-FEB-19 09.40.42.783544000 AM	28189683			In IHUB Generic: TRADE	MUREX	CRS	GENEVA	GENEVA
bc8be564-ae72-da1f-bc8b-e564ae72da1f	acb095c1737f0a83	0	0	MUREX	GEISHA	28189634		FXSPOT	TRADE	NEW	10-JAN-19	14-JAN-19		TELEPHONE								2019-02-07 05:18:41.608	PENDING_CAPTURE			IHUB/PostProcessor	07-FEB-19 05.18.41.609383000 PM		07-FEB-19 05.18.41.609383000 PM	28189634			In IHUB Generic: TRADE	MUREX	GEISHA	GENEVA	GENEVA
b355fdc7-63ed-e920-b355-fdc763ede920	a230b1e472e55fbca230b1e472e55fbc	0	0	PROFILE	MUREX	1908120915000001		FXSPOT	TRADE	NEW	12-AUG-19	12-AUG-19		CONVERSION				BUCHAREST				2019-08-23 09:54:01.978	PENDING_CAPTURE			IHUB/PostProcessor	23-AUG-19 09.54.01.981106000 AM		23-AUG-19 09.54.01.981106000 AM	1908120915000001			In IHUB Generic: TRADE	PROFILE	MUREX	BUCHAREST	BUCHAREST
b3b3f0a4-8e88-0bac-b3b3-f0a48e880bac	92089df2e44ad8d292089df2e44ad8d2	0	0	PROFILE	MUREX	1908121055000001		FXSPOT	TRADE	NEW	12-AUG-19	12-AUG-19		CONVERSION				BUCHAREST				2019-08-23 09:54:03.718	PENDING_CAPTURE			IHUB/PostProcessor	23-AUG-19 09.54.03.719429000 AM		23-AUG-19 09.54.03.719429000 AM	1908121055000001			In IHUB Generic: TRADE	PROFILE	MUREX	BUCHAREST	BUCHAREST
a4c5a599-cc40-ee94-a4c5-a599cc40ee94	84cde0c2f19509a4	0	0	MUREX	GEISHA	28189636		FXSPOT	TRADE	NEW	10-JAN-19	14-JAN-19		TELEPHONE								2019-02-07 05:20:06.987	PENDING_CAPTURE			IHUB/PostProcessor	07-FEB-19 05.20.06.989392000 PM		07-FEB-19 05.20.06.989392000 PM	28189636			In IHUB Generic: TRADE	MUREX	GEISHA	GENEVA	GENEVA
961ce3e6-56b8-bd2f-961c-e3e656b8bd2f	8d41861f17b574d08d41861f17b574d0	0	0	PROFILE	MUREX	1908120920000001		FXSPOT	TRADE	NEW	12-AUG-19	12-AUG-19		CONVERSION				BUCHAREST				2019-08-23 09:54:03.120	PENDING_CAPTURE			IHUB/PostProcessor	23-AUG-19 09.54.03.122058000 AM		23-AUG-19 09.54.03.122058000 AM	1908120920000001			In IHUB Generic: TRADE	PROFILE	MUREX	BUCHAREST	BUCHAREST
b75bad87-e3d3-4899-b75b-ad87e3d34899	94fce4e4f1fc5ab694fce4e4f1fc5ab6	0	0	PROFILE	MUREX	1908120752000011		FXSPOT	TRADE	NEW	12-AUG-19	12-AUG-19		CONVERSION				BUCHAREST				2019-08-23 09:54:03.995	PENDING_CAPTURE			IHUB/PostProcessor	23-AUG-19 09.54.03.996721000 AM		23-AUG-19 09.54.03.996721000 AM	1908120752000011			In IHUB Generic: TRADE	PROFILE	MUREX	BUCHAREST	BUCHAREST
9f79d913-8816-160f-9f79-d9138816160f	85a29e55d1d1649b85a29e55d1d1649b	0	0	PROFILE	MUREX	1908121235000001		FXSPOT	TRADE	NEW	12-AUG-19	12-AUG-19		CONVERSION				BUCHAREST				2019-08-23 09:54:04.605	PENDING_CAPTURE			IHUB/PostProcessor	23-AUG-19 09.54.04.606137000 AM		23-AUG-19 09.54.04.606137000 AM	1908121235000001			In IHUB Generic: TRADE	PROFILE	MUREX	BUCHAREST	BUCHAREST
